ticker,market_cap,lookup_status,bucket
MASI,9341001728.0,success,Mid-cap
MAT,4484647936.0,success,Mid-cap
MATV,506439520.0,success,Small-cap
MBC,1092995200.0,success,Small-cap
MBLY,6495464960.0,success,Mid-cap
MCHP,40309182464.0,success,Large-cap
MCK,106569031680.0,success,Large-cap
MCO,79533907968.0,success,Large-cap
MCTR,,no_cap,
MD,1843369984.0,success,Small-cap
MDB,19864473600.0,success,Large-cap
MDLZ,72617975808.0,success,Large-cap
MDRX,516185984.0,success,Small-cap
MDT,111826378752.0,success,Large-cap
MDXG,576438400.0,success,Small-cap
MED,119693872.0,success,Small-cap
MEDP,14808485888.0,success,Large-cap
MEG,765352512.0,success,Small-cap
MELI,94911209472.0,success,Large-cap
MET,51077279744.0,success,Large-cap
META,1698798895104.0,success,Mega-cap
MGA,15712627712.0,success,Large-cap
MGM,10491707392.0,success,Large-cap
MGNI,1912827904.0,success,Small-cap
MGPI,426955072.0,success,Small-cap
MGTX,916268928.0,success,Small-cap
MGY,5389347840.0,success,Mid-cap
MHK,6384502272.0,success,Mid-cap
MHO,3104236032.0,success,Mid-cap
MITK,682916416.0,success,Small-cap
MKC,14340096000.0,success,Large-cap
MKSI,18109536256.0,success,Large-cap
MKTW,41658148.0,success,Small-cap
MKTX,6372311552.0,success,Mid-cap
MLI,13388952576.0,success,Large-cap
MLM,37208915968.0,success,Large-cap
MMM,79658106880.0,success,Large-cap
MMPCX,,no_cap,
MMYT,4463364096.0,success,Mid-cap
MNDY,3373012224.0,success,Mid-cap
MNKD,855364288.0,success,Small-cap
MNST,73301827584.0,success,Large-cap
MNTK,173324400.0,success,Small-cap
MO,107703672832.0,success,Large-cap
MOD,12557407232.0,success,Large-cap
MOG-A,9959492608.0,success,Mid-cap
MOS,7534399488.0,success,Mid-cap
MOVE,982686400.0,success,Small-cap
MP,10574767104.0,success,Large-cap
MPC,65735897088.0,success,Large-cap
MPLX,55704657920.0,success,Large-cap
MPW,,no_cap,
MPWR,66456653824.0,success,Large-cap
MRK,291495018496.0,success,Mega-cap
MRNA,21518800896.0,success,Large-cap
MRSH,84673331200.0,success,Large-cap
MRTN,1121850624.0,success,Small-cap
MS,304265756672.0,success,Mega-cap
MSA,6432338944.0,success,Mid-cap
MSCI,41149870080.0,success,Large-cap
MSFT,3056342401024.0,success,Mega-cap
MSGS,8058412032.0,success,Mid-cap
MSI,73164488704.0,success,Large-cap
MT,47185555456.0,success,Large-cap
MTB,32240351232.0,success,Large-cap
MTCH,8149143040.0,success,Mid-cap
MTD,26744979456.0,success,Large-cap
MTDR,7092127232.0,success,Mid-cap
MTLS,329742528.0,success,Small-cap
MTN,4587502080.0,success,Mid-cap
MTTRF,428269632.0,success,Small-cap
MTW,466807232.0,success,Small-cap
MTZ,28802136064.0,success,Large-cap
MU,514506096640.0,success,Mega-cap
MUFG,208256172032.0,success,Mega-cap
MWA,4564887552.0,success,Mid-cap
MYGN,490159328.0,success,Small-cap
MYRG,4979505664.0,success,Mid-cap
NCLH,9621124096.0,success,Mid-cap
NCNO,2073504256.0,success,Mid-cap
NDAQ,50561650688.0,success,Large-cap
NEE,190263033856.0,success,Large-cap
NEM,122973298688.0,success,Large-cap
NEO,1129648512.0,success,Small-cap
NEOG,2050480000.0,success,Mid-cap
NET,66922012672.0,success,Large-cap
NF0,,no_cap,
NFG,8503914496.0,success,Mid-cap
NFLX,456893923328.0,success,Mega-cap
NGG,87393058816.0,success,Large-cap
NGL,1631664000.0,success,Small-cap
NGVT,2619010560.0,success,Mid-cap
NI,22668115968.0,success,Large-cap
NICE,6203893248.0,success,Mid-cap
NIOIF,16286835712.0,success,Large-cap
NKE,67291504640.0,success,Large-cap
NKTR,2387412480.0,success,Mid-cap
NMM,2005366784.0,success,Mid-cap
NOC,96382279680.0,success,Large-cap
NOG,2736460288.0,success,Mid-cap
NOK,55769513984.0,success,Large-cap
NOMD,1404869760.0,success,Small-cap
NOV,6859200000.0,success,Mid-cap
NOVAQ,,no_cap,
NOW,98522742784.0,success,Large-cap
NRG,35774767104.0,success,Large-cap
NRWRF,423656640.0,success,Small-cap
NSC,66857336832.0,success,Large-cap
NSP,1058813184.0,success,Small-cap
NSRGY,259894476800.0,success,Mega-cap
NTAP,19871395840.0,success,Large-cap
NTNX,10345500672.0,success,Large-cap
NTR,35400564736.0,success,Large-cap
NTRA,29365297152.0,success,Large-cap
NU,74561593344.0,success,Large-cap
NUE,43186065408.0,success,Large-cap
NVAX,1415913344.0,success,Small-cap
NVCR,1384877824.0,success,Small-cap
NVDA,4833535328256.0,success,Mega-cap
NVGS,1314796416.0,success,Small-cap
NVO,181695725568.0,success,Large-cap
NVS,293551439872.0,success,Mega-cap
NXPI,52911353856.0,success,Large-cap
NXST,5962180608.0,success,Mid-cap
NXT,16560360448.0,success,Large-cap
NYT,13131464704.0,success,Large-cap
O,59639541760.0,success,Large-cap
OBE,642607232.0,success,Small-cap
OC,9581914112.0,success,Mid-cap
OCSL,1124852096.0,success,Small-cap
ODD,867901312.0,success,Small-cap
ODFL,42904907776.0,success,Large-cap
OGN,2397507072.0,success,Mid-cap
OGS,5561339904.0,success,Mid-cap
OHI,14165261312.0,success,Large-cap
OKE,52985573376.0,success,Large-cap
OKTA,11936455680.0,success,Large-cap
OLED,4687665664.0,success,Mid-cap
OLLI,5840698880.0,success,Mid-cap
OLN,3160671488.0,success,Mid-cap
OMC,24047964160.0,success,Large-cap
OMI,,no_cap,
ON,28538908672.0,success,Large-cap
ONON,11727243264.0,success,Large-cap
OPEN,4619129344.0,success,Mid-cap
OPK,905887488.0,success,Small-cap
OPY,1221697792.0,success,Small-cap
ORA,6993102336.0,success,Mid-cap
ORCL,488381382656.0,success,Mega-cap
ORGN,11826581.0,success,Small-cap
ORI,10131461120.0,success,Large-cap
ORMP,154504400.0,success,Small-cap
OSCR,4641891328.0,success,Mid-cap
OSK,8784041984.0,success,Mid-cap
OTIS,31566983168.0,success,Large-cap
OTTR,3607164160.0,success,Mid-cap
OUT,5117778432.0,success,Mid-cap
OWL,15479142400.0,success,Large-cap
OXY,55366344704.0,success,Large-cap
OZK,5356711424.0,success,Mid-cap
PAA,15211262976.0,success,Large-cap
PANW,133913763840.0,success,Large-cap
PAR,546061312.0,success,Small-cap
PARAX,,no_cap,
PARR,3077081600.0,success,Mid-cap
PATH,5673694208.0,success,Mid-cap
PAYC,6710573056.0,success,Mid-cap
PAYX,32339335168.0,success,Large-cap
PBA,25162326016.0,success,Large-cap
PBF,4760397824.0,success,Mid-cap
PBFS,351330240.0,success,Small-cap
PBR,132367294464.0,success,Large-cap
PCAR,64937447424.0,success,Large-cap
PCG,38296608768.0,success,Large-cap
PCT,1209052160.0,success,Small-cap
PDD,144761356288.0,success,Large-cap
PEG,40401522688.0,success,Large-cap
PEGA,7255648768.0,success,Mid-cap
PEP,211670810624.0,success,Mega-cap
PERI,425419744.0,success,Small-cap
PETQ,,no_cap,
PETS,50291164.0,success,Small-cap
PFE,154666418176.0,success,Large-cap
PFG,20529950720.0,success,Large-cap
PFPT,,no_cap,
PG,335040839680.0,success,Mega-cap
PGNY,1424279808.0,success,Small-cap
PGR,117712068608.0,success,Large-cap
PGTIX,,no_cap,
PH,121642442752.0,success,Large-cap
PHM,23214544896.0,success,Large-cap
PIG,,no_cap,
PII,2714349312.0,success,Mid-cap
PINS,12989422592.0,success,Large-cap
PIPR,6314845696.0,success,Mid-cap
PKG,18473418752.0,success,Large-cap
PLAY,473845472.0,success,Small-cap
PLCE,73748848.0,success,Small-cap
PLD,130297880576.0,success,Large-cap
PLNT,5778612224.0,success,Mid-cap
PLTR,339976683520.0,success,Mega-cap
PLUG,4084288512.0,success,Mid-cap
PN1,,no_cap,
PNC,89572540416.0,success,Large-cap
PNGAY,160352927744.0,success,Large-cap
PNR,14421874688.0,success,Large-cap
PNRZX,,no_cap,
POOL,8335752192.0,success,Mid-cap
POSH,,no_cap,
POST,5183665664.0,success,Mid-cap
POWL,8368339456.0,success,Mid-cap
PPC,8003693568.0,success,Mid-cap
PPG,24107591680.0,success,Large-cap
PPL,29605220352.0,success,Large-cap
PR,17636036608.0,success,Large-cap
PRCH,789753664.0,success,Small-cap
PRGS,1244264448.0,success,Small-cap
PRI,8652651520.0,success,Mid-cap
PRIM,8813708288.0,success,Mid-cap
PRLO,730.0,success,Small-cap
PRPL,65288976.0,success,Small-cap
PRU,34598158336.0,success,Large-cap
PSA,52632838144.0,success,Large-cap
PSFE,438732224.0,success,Small-cap
PSMT,4800910848.0,success,Mid-cap
PSN,6053640192.0,success,Mid-cap
PSTG,21443608576.0,success,Large-cap
PSX,64734629888.0,success,Large-cap
PTLO,397802368.0,success,Small-cap
PTON,2067876992.0,success,Mid-cap
PUBM,459358528.0,success,Small-cap
PVH,3994307328.0,success,Mid-cap
PWR,88806572032.0,success,Large-cap
PYPL,45637341184.0,success,Large-cap
PZZA,1214996864.0,success,Small-cap
QCOM,142103412736.0,success,Large-cap
QDEL,1190750080.0,success,Small-cap
QLYS,3054052096.0,success,Mid-cap
QQQ,250561953792.0,success,Mega-cap
QRTEA,,no_cap,
QRVO,7526774272.0,success,Mid-cap
QSR,35885359104.0,success,Large-cap
RACE,63424790528.0,success,Large-cap
RANAX,,no_cap,
RB8,,no_cap,
RBA,19287851008.0,success,Large-cap
RBLX,42373533696.0,success,Large-cap
RBRK,10388902912.0,success,Large-cap
RCI,17973295104.0,success,Large-cap
RCL,76989595648.0,success,Large-cap
RDN,4705486336.0,success,Mid-cap
RDNT,4518578176.0,success,Mid-cap
RDWR,1081949952.0,success,Small-cap
REAL,1249319424.0,success,Small-cap
REGN,79705333760.0,success,Large-cap
REI,274307584.0,success,Small-cap
RES,1549258368.0,success,Small-cap
REYN,4560320512.0,success,Mid-cap
RF,24048662528.0,success,Large-cap
RGNX,483137280.0,success,Small-cap
RGR,675241088.0,success,Small-cap
RH,2439454464.0,success,Mid-cap
RIG,6806516224.0,success,Mid-cap
RIO,160274579456.0,success,Large-cap
RIOT,6604372480.0,success,Mid-cap
RIVN,20364642304.0,success,Large-cap
RJF,30759886848.0,success,Large-cap
RKT,43707138048.0,success,Large-cap
RL,22398232576.0,success,Large-cap
RM,359150624.0,success,Small-cap
RMBS,12981287936.0,success,Large-cap
RMD,33397086208.0,success,Large-cap
RNG,3314556672.0,success,Mid-cap
ROK,44680945664.0,success,Large-cap
ROKU,16118279168.0,success,Large-cap
ROST,72500174848.0,success,Large-cap
RPD,379544352.0,success,Small-cap
RPM,13536318464.0,success,Large-cap
RPRX,28870199296.0,success,Large-cap
RRC,9706688512.0,success,Mid-cap
RSG,65149591552.0,success,Large-cap
RTX,267027841024.0,success,Mega-cap
RUN,2837358080.0,success,Mid-cap
RVLV,1787889536.0,success,Small-cap
RXO,2712793600.0,success,Mid-cap
RXRX,1980758656.0,success,Small-cap
RYAAY,32313935872.0,success,Large-cap
RYAN,9613862912.0,success,Mid-cap
RYN,6328888832.0,success,Mid-cap
RYTM,5996109312.0,success,Mid-cap
S,4512066048.0,success,Mid-cap
SAH,2212313856.0,success,Mid-cap
SAIC,4341257216.0,success,Mid-cap
SAM,2554245120.0,success,Mid-cap
SAN,180010106880.0,success,Large-cap
SANM,8426080256.0,success,Mid-cap
SAP,203314479104.0,success,Mega-cap
SARK,,no_cap,
SARO,9061517312.0,success,Mid-cap
SAVA,114972800.0,success,Small-cap
SBAC,22718568448.0,success,Large-cap
SBNY,59825336.0,success,Small-cap
SBSW,9541254144.0,success,Mid-cap
SBUX,112038756352.0,success,Large-cap
SCHW,175694135296.0,success,Large-cap
SDGR,915431232.0,success,Small-cap
SEAT,79881912.0,success,Small-cap
SEDG,2283656960.0,success,Mid-cap
SEM,2031419776.0,success,Mid-cap
SF,12669390848.0,success,Large-cap
SFIX,495576800.0,success,Small-cap
SFL,1446385664.0,success,Small-cap
SG,782865536.0,success,Small-cap
SGENX,,no_cap,
SGHC,5673253888.0,success,Mid-cap
SGMO,113966776.0,success,Small-cap
SHAK,4319201280.0,success,Mid-cap
SHCO,,no_cap,
SHOP,165758779392.0,success,Large-cap
SHW,81478254592.0,success,Large-cap
SHY,17269344256.0,success,Large-cap
SIG,3771041280.0,success,Mid-cap
SIRI,8147883520.0,success,Mid-cap
SITE,6122936832.0,success,Mid-cap
SJM,9974852608.0,success,Mid-cap
SKIN,123939864.0,success,Small-cap
SKLZ,67082388.0,success,Small-cap
SKT,4148421632.0,success,Mid-cap
SKYW,3915002368.0,success,Mid-cap
SLAB,6985348096.0,success,Mid-cap
SLB,78689402880.0,success,Large-cap
SLDP,731933312.0,success,Small-cap
SLG,3160094720.0,success,Mid-cap
SLI,929982912.0,success,Small-cap
SLP,295808256.0,success,Small-cap
SMCI,16387151872.0,success,Large-cap
SMG,3634449152.0,success,Mid-cap
SMP,812534528.0,success,Small-cap
SMTI,183432480.0,success,Small-cap
SN,16314963968.0,success,Large-cap
SNA,19157622784.0,success,Large-cap
SNAP,10201269248.0,success,Large-cap
SNOW,49946734592.0,success,Large-cap
SNPS,83990372352.0,success,Large-cap
SNY,115048726528.0,success,Large-cap
SO,106688053248.0,success,Large-cap
SOFI,23962210304.0,success,Large-cap
SOLV,11988366336.0,success,Large-cap
SONO,1675294976.0,success,Small-cap
SONY,125478854656.0,success,Large-cap
SPCE,230386656.0,success,Small-cap
SPG,76741427200.0,success,Large-cap
SPGI,128657301504.0,success,Large-cap
SPOT,109358514176.0,success,Large-cap
SPTNX,,no_cap,
SPY,642392326144.0,success,Mega-cap
SQM,25027586048.0,success,Large-cap
SRAD,5102206464.0,success,Mid-cap
SRE,62373658624.0,success,Large-cap
SRNE,385896.0,success,Small-cap
SRPT,2281427712.0,success,Mid-cap
SSTI,87309536.0,success,Small-cap
SSTK,632376832.0,success,Small-cap
ST,5648274944.0,success,Mid-cap
STAA,1224450176.0,success,Small-cap
STAG,7504268288.0,success,Mid-cap
STEM,91578968.0,success,Small-cap
STKE,36701924.0,success,Small-cap
STKL,770973184.0,success,Small-cap
STLA,24049111040.0,success,Large-cap
STLD,28123123712.0,success,Large-cap
STM,36155088896.0,success,Large-cap
STNE,3713657600.0,success,Mid-cap
STNG,3728913664.0,success,Mid-cap
STRL,13992868864.0,success,Large-cap
STT,39785668608.0,success,Large-cap
STWD,6902075904.0,success,Mid-cap
STZ,28542689280.0,success,Large-cap
SU,74979164160.0,success,Large-cap
SUN,11917056000.0,success,Large-cap
SW,21704114176.0,success,Large-cap
SWBI,659397248.0,success,Small-cap
SWCH,,no_cap,
SWK,10432142336.0,success,Large-cap
SWKS,8713017344.0,success,Mid-cap
SYK,130689540096.0,success,Large-cap
SYM,35377680384.0,success,Large-cap
SYMCX,,no_cap,
SYNA,3027969024.0,success,Mid-cap
SYY,35483971584.0,success,Large-cap
T,178234687488.0,success,Large-cap
TAK,56391593984.0,success,Large-cap
TALO,2442738688.0,success,Mid-cap
TAP,8342922240.0,success,Mid-cap
TCBI,4560587776.0,success,Mid-cap
TCYSF,341986400.0,success,Small-cap
TDC,2521125888.0,success,Mid-cap
TDG,71986282496.0,success,Large-cap
TDY,29400823808.0,success,Large-cap
TEAM,17407109120.0,success,Large-cap
TECH,9150953472.0,success,Mid-cap
TECK,28551038976.0,success,Large-cap
TEL,68731330560.0,success,Large-cap
TELL,,no_cap,
TER,57137926144.0,success,Large-cap
TEVA,37709996032.0,success,Large-cap
TEX,6669641728.0,success,Mid-cap
TFC,63437824000.0,success,Large-cap
TFPM,7365429248.0,success,Mid-cap
TGB,2745905152.0,success,Mid-cap
TGH,,no_cap,
TGT,55642365952.0,success,Large-cap
TGTX,5525213184.0,success,Mid-cap
THM,680510720.0,success,Small-cap
THO,4025249536.0,success,Mid-cap
THS,,no_cap,
TJX,177930141696.0,success,Large-cap
TK,1091673856.0,success,Small-cap
TKO,15239908352.0,success,Large-cap
TKR,7238076928.0,success,Mid-cap
TLNE,,no_cap,
TLT,9525251072.0,success,Mid-cap
TM,277845704704.0,success,Mega-cap
TMDX,4010922496.0,success,Mid-cap
TME,16639909888.0,success,Large-cap
TMO,197579931648.0,success,Large-cap
TMUS,212728774656.0,success,Mega-cap
TNDM,1415297408.0,success,Small-cap
TOL,13277301760.0,success,Large-cap
TOST,16586240000.0,success,Large-cap
TOYOF,264577712128.0,success,Mega-cap
TPC,4553262592.0,success,Mid-cap
TPH,3980938752.0,success,Mid-cap
TPR,30977832960.0,success,Large-cap
TR5,,no_cap,
TREE,630161408.0,success,Small-cap
TREX,4245944576.0,success,Mid-cap
TRI,41025355776.0,success,Large-cap
TRIP,1342107648.0,success,Small-cap
TRMB,15624144896.0,success,Large-cap
TRN,2673832448.0,success,Mid-cap
TROW,20958986240.0,success,Large-cap
TRTN-PC,,no_cap,
TRUL,212013.0,success,Small-cap
TRUP,1181300608.0,success,Small-cap
TRV,64726487040.0,success,Large-cap
TS,29224022016.0,success,Large-cap
TSCO,23554220032.0,success,Large-cap
TSLA,1470765727744.0,success,Mega-cap
TSM,1945457917952.0,success,Mega-cap
TSN,22314766336.0,success,Large-cap
TT,102567591936.0,success,Large-cap
TTCFQ,,no_cap,
TTD,10652365824.0,success,Large-cap
TTEK,8257167360.0,success,Mid-cap
TTFNF,,no_cap,
TTWO,39655321600.0,success,Large-cap
TVRD,32553268.0,success,Small-cap
TW,26317920256.0,success,Large-cap
TWKS,,no_cap,
TWLO,20326731776.0,success,Large-cap
TWST,3532780288.0,success,Mid-cap
TWTR,,no_cap,
TXMD,24190416.0,success,Small-cap
TXN,196924112896.0,success,Large-cap
TXRH,10747776000.0,success,Large-cap
TXT,15759958016.0,success,Large-cap
TYG,1004689408.0,success,Small-cap
TYL,14512279552.0,success,Large-cap
U,11021696000.0,success,Large-cap
UA,2619223552.0,success,Mid-cap
UAA,2695883776.0,success,Mid-cap
UAL,30604695552.0,success,Large-cap
UAVS,60109120.0,success,Small-cap
UBER,159051202560.0,success,Large-cap
UBSI,6075668480.0,success,Mid-cap
UEC,7265071616.0,success,Mid-cap
UFPI,5283526144.0,success,Mid-cap
UHAL-B,9046261760.0,success,Mid-cap
UL,126861942784.0,success,Large-cap
ULCC,918928512.0,success,Small-cap
ULS,18192652288.0,success,Large-cap
ULTA,23917422592.0,success,Large-cap
UMC,25253609472.0,success,Large-cap
UNFI,2861967360.0,success,Mid-cap
UNH,285055582208.0,success,Mega-cap
UNM,12920176640.0,success,Large-cap
UNP,147250020352.0,success,Large-cap
UP,303050016.0,success,Small-cap
UPS,88000618496.0,success,Large-cap
UPST,3271324416.0,success,Mid-cap
UPWK,1476400128.0,success,Small-cap
URBN,6116103168.0,success,Mid-cap
URI,48211853312.0,success,Large-cap
USB,87581827072.0,success,Large-cap
USFD,19895089152.0,success,Large-cap
USO,14600468480.0,success,Large-cap
UTX,,no_cap,
UTZ,684470656.0,success,Small-cap
UWM,,no_cap,
V,609086996480.0,success,Mega-cap
VALE,75141087232.0,success,Large-cap
VCEL,1801450624.0,success,Small-cap
VEEV,27501084672.0,success,Large-cap
VERU,39002280.0,success,Small-cap
VERX,1951474048.0,success,Small-cap
VFC,7684411392.0,success,Mid-cap
VFF,330112992.0,success,Small-cap
VGK,24832645120.0,success,Large-cap
VIAV,9084345344.0,success,Mid-cap
VICI,30070659072.0,success,Large-cap
VIK,36207591424.0,success,Large-cap
VIR,1671627136.0,success,Small-cap
VIRT,10864522240.0,success,Large-cap
VLO,70271164416.0,success,Large-cap
VLTO,22880899072.0,success,Large-cap
VLY,7298300928.0,success,Mid-cap
VMC,38031536128.0,success,Large-cap
VMW,,no_cap,
VNO,5924293120.0,success,Mid-cap
VNOM,17443895296.0,success,Large-cap
VNT,5154240000.0,success,Mid-cap
VOO,,no_cap,
VRM,78013000.0,success,Small-cap
VRME,12069540.0,success,Small-cap
VRSK,24393641984.0,success,Large-cap
VRT,115223355392.0,success,Large-cap
VRTX,112350691328.0,success,Large-cap
VSCO,3987944960.0,success,Mid-cap
VSH,3233860352.0,success,Mid-cap
VST,55163219968.0,success,Large-cap
VSTM,556045504.0,success,Small-cap
VSTO,,no_cap,
VTI,715931123712.0,success,Mega-cap
VTNR,,no_cap,
VTR,40352559104.0,success,Large-cap
VTS,753743488.0,success,Small-cap
VVV,4212880640.0,success,Mid-cap
VZ,189922312192.0,success,Large-cap
W,10057714688.0,success,Large-cap
WAB,43887714304.0,success,Large-cap
WAT,32021583872.0,success,Large-cap
WBD,68184100864.0,success,Large-cap
WCC,14887139328.0,success,Large-cap
WDAY,32643561472.0,success,Large-cap
WDC,124793241600.0,success,Large-cap
WDFC,2709514240.0,success,Mid-cap
WDS,44827942912.0,success,Large-cap
WEC,37406601216.0,success,Large-cap
WELL,148888436736.0,success,Large-cap
WEN,1314217088.0,success,Small-cap
WES,16487106560.0,success,Large-cap
WEX,5882554880.0,success,Mid-cap
WFC,246888120320.0,success,Mega-cap
WGO,894612160.0,success,Small-cap
WH,6578530304.0,success,Mid-cap
WHR,3592457472.0,success,Mid-cap
WING,5260547072.0,success,Mid-cap
WIX,4091321088.0,success,Mid-cap
WKHS,29677596.0,success,Small-cap
WM,90722312192.0,success,Large-cap
WMB,86529359872.0,success,Large-cap
WMK,1700943488.0,success,Small-cap
WMS,11509072896.0,success,Large-cap
WMT,994636988416.0,success,Mega-cap
WNC,366879200.0,success,Small-cap
WOK,1516249.0,success,Small-cap
WOOF,824631424.0,success,Small-cap
WPM,67182039040.0,success,Large-cap
WRBY,2897114368.0,success,Mid-cap
WRLD,677873408.0,success,Small-cap
WSFS,3642211072.0,success,Mid-cap
WSM,22954625024.0,success,Large-cap
WSO,16911578112.0,success,Large-cap
WTW,27621584896.0,success,Large-cap
WU,2871246080.0,success,Mid-cap
WWE,,no_cap,
WY,17456441344.0,success,Large-cap
XBIT,74999824.0,success,Small-cap
XEL,49090355200.0,success,Large-cap
XLB,3695439616.0,success,Mid-cap
XLE,10395001856.0,success,Large-cap
XLEFF,856572.0,success,Small-cap
XLF,46089322496.0,success,Large-cap
XLI,23387637760.0,success,Large-cap
XLK,40890015744.0,success,Large-cap
XLU,7513869312.0,success,Mid-cap
XLV,29172017152.0,success,Large-cap
XME,2024423168.0,success,Mid-cap
XMTR,2383923456.0,success,Mid-cap
XOM,619368873984.0,success,Mega-cap
XPO,24694493184.0,success,Large-cap
XPOF,361922496.0,success,Small-cap
XRT,1014964736.0,success,Small-cap
XTL,,no_cap,
XYL,30438873088.0,success,Large-cap
XYZ,41302990848.0,success,Large-cap
YELP,1655979392.0,success,Small-cap
YETI,2920260864.0,success,Mid-cap
YEXT,446509344.0,success,Small-cap
YUM,44765097984.0,success,Large-cap
YUMC,17338091520.0,success,Large-cap
Z,10534359040.0,success,Large-cap
ZBH,18430416896.0,success,Large-cap
ZBRA,11296382976.0,success,Large-cap
ZG,10541046784.0,success,Large-cap
ZGN,3084764928.0,success,Mid-cap
ZIM,3217870592.0,success,Mid-cap
ZION,9146924032.0,success,Mid-cap
ZIP,229604384.0,success,Small-cap
ZM,26361868288.0,success,Large-cap
ZS,21065189376.0,success,Large-cap
ZTS,50976145408.0,success,Large-cap
PAAS,25291005952.0,success,Large-cap
PACK,344255584.0,success,Small-cap
PAG,10712525824.0,success,Large-cap
