signal_id,sequence_id,ticker_symbol,figi_id,signal_date,seq_cat,spy_relative_return,gics_sector,lookback_ret_30d,lookback_alpha_30d,lookback_ret_60d,lookback_alpha_60d,lookback_ret_90d,lookback_alpha_90d,lookback_ret_180d,lookback_alpha_180d
7d7404e0-9ead-4ab2-b486-65063caf5b08,1888,FLWS,BBG000BBR9P6,2022-04-14,no_hold,-0.134186601,Consumer Cyclical,-0.0988567585743107,-0.10675188938055838,-0.42216472617507544,-0.3942731882744669,-0.5022288261515602,-0.4627833196760483,-0.5676024524040013,-0.5709036847868013
c46bf84b-a27e-4b14-8636-41a39beda8b2,1887,FLWS,BBG000BBR9P6,2020-02-04,no_hold,0.727282088,Consumer Cyclical,0.10424710424710425,0.07377732421321705,0.19710806697108066,0.12033238973188828,0.08745247148288973,-0.023621464686343047,-0.16196057538625466,-0.3298189825207405
1e4d2c6c-992c-4485-9811-3ecf53f54991,1312,DDD,BBG000D42FJ0,2018-09-14,no_hold,-0.599457966,Technology,0.3975812547241119,0.3675164080402286,0.23513694054776219,0.18110905171876407,0.6763372620126926,0.581679115161305,,
d8c839c1-74c6-4824-abb8-0802f2405d1c,3110,MMM,BBG000BP52R2,2024-04-01,no_hold,0.48635351,Industrials,0.2172314140418399,0.17386119839204806,0.06054040589777242,-0.05676652386032937,0.19903108009197698,0.03239941052055142,0.14574344796771807,-0.028206592948652458
d97b65fa-03e5-4b5d-a108-6177ad0d240e,3111,MMM,BBG000BP52R2,2024-07-02,no_hold,0.404553234,Industrials,-0.027876295352169542,-0.06816557068585379,0.1240888774970764,0.06168668788433755,0.3269173362941471,0.23826211666619843,0.4195937890622178,0.14040622592200747
1bddf201-f04e-4db6-ae4f-e5b7b5a2e451,3109,MMM,BBG000BP52R2,2024-01-02,no_hold,0.196827617,Industrials,0.14930417258266632,0.09525118704126691,0.27212689764263903,0.1541851079573466,0.12123469285007965,0.046273147576048945,0.08845342169109538,-0.07046950710316699
2decc8fb-fee0-4b0d-9269-0a6f16a66125,3105,MMM,BBG000BP52R2,2020-08-05,no_hold,-0.041231509,Industrials,-0.01577576193940252,-0.08006026223518585,0.07658560391562735,-0.06382963568020096,0.17750523188564069,-0.1387739055823744,-0.070966925124122,-0.15240810901203056
5ee383fd-5483-4280-9451-076c42dcc494,3106,MMM,BBG000BP52R2,2021-03-03,no_hold,-0.303557112,Industrials,0.06153755489620326,0.05422206125386716,0.04479542841003087,0.0001912731246197837,0.07040452242480927,-0.04722709964323662,0.15848945808399978,-0.09951926569651712
b710235a-431b-4b11-99da-272193d41a4a,135,ABT,BBG000B9ZXB4,2018-01-29,no_hold,0.216741222,Healthcare,,,,,,,,
048f5342-f82f-43d4-b85b-7ff9146f2e32,137,ABT,BBG000B9ZXB4,2019-10-03,portfolio,0.167700914,Healthcare,-0.04511155982894688,-0.04275630780906964,-0.046923946433682466,-0.02398826816260426,0.07480644657479231,0.028295066799234353,0.1702477063477282,0.04191782771310468
4e1e7820-80be-4d63-ae71-06874fc01232,138,ABT,BBG000B9ZXB4,2023-02-28,no_hold,-0.114839709,Healthcare,-0.10386739092447529,-0.09824631297861745,-0.05018946709531988,-0.026640614929467378,-0.026665732914362736,-0.09928073057288817,-0.08509398069441344,-0.08509765616505746
37bc33f1-2f54-4817-9a92-6c1042f22848,139,ABT,BBG000B9ZXB4,2023-07-20,hold_rec,-0.296935241,Healthcare,0.09497500305969543,0.03462937813929318,0.017811084534537117,-0.08210816791645867,0.1646858953181304,-0.0158791365009986,0.14020714390514774,-0.03629767306192397
6f19030f-ff01-4ad0-a2ca-73fa77ecca7f,140,ABT,BBG000B9ZXB4,2024-01-09,portfolio,-0.22060978,Healthcare,0.09584842970641277,0.05082034138667484,0.24991631891238908,0.15274053988853378,0.08566191560767145,0.026972286423363405,0.020040227907732907,-0.14263127877653992
84de7f84-3324-4373-b1d4-2f968bc654d2,136,ABT,BBG000B9ZXB4,2018-06-13,portfolio,0.270806288,Healthcare,0.06477376323642853,0.015525116643615944,0.010784502270810835,-0.017090743996482114,0.020124107684411887,0.006715222451997244,,
812e8c69-2d4b-4b79-807d-9bae5f0ccef6,125,ABBV,BBG0025Y4RY4,2024-11-15,no_hold,0.307176544,Healthcare,-0.14397275756571895,-0.16625966751414398,-0.1530401298207467,-0.20936066825478222,-0.012151380983554127,-0.06797844645139697,-0.053083398549418626,-0.20600051762433583
e3b537f6-bed8-47d4-8429-260024caf1b2,120,ABBV,BBG0025Y4RY4,2019-04-12,hold_rec,0.094239035,Healthcare,0.021860427504784497,-0.01743101948380176,-0.04323699349023851,-0.15994331995607108,-0.12108930675078645,-0.18453898566198562,-0.10071579796350438,-0.13753470514523647
6e33e4f8-8107-4333-a4b3-179f0d11c696,122,ABBV,BBG0025Y4RY4,2020-10-13,portfolio,0.035098726,Healthcare,-0.0829076075681507,-0.08926744046289975,-0.1176410413789576,-0.2015445042539825,-0.052723004003176824,-0.15837356624640142,0.0770907064148093,-0.009374650756424166
80152a33-4103-4dbb-bad9-393fef4650e0,121,ABBV,BBG0025Y4RY4,2019-08-20,portfolio,0.313722588,Healthcare,-0.053583112430504405,-0.02969262351050872,-0.15784807220778702,-0.18868785675915886,-0.16452598278101324,-0.17594436512435138,-0.23084648014001652,-0.30572286048970715
72dd5b3c-5f2d-412f-8337-7b183f2ad3c0,124,ABBV,BBG0025Y4RY4,2024-04-08,no_hold,0.043120818,Healthcare,-0.04654978991659824,-0.07112733932482944,0.03961635734936851,-0.052233050829176945,0.23245573793435917,0.08291912191766618,0.217653665446746,0.05819471945030542
b126904e-519d-4d1c-8fc8-7a4ea101625e,123,ABBV,BBG0025Y4RY4,2022-01-03,portfolio,0.450647734,Healthcare,0.1567442287759353,0.13618271996379558,0.23623908528789656,0.14339204316061477,0.13838674584775887,0.0670715691785206,0.2760314028047503,0.11397492940522384
c0a8b8f2-15d7-4e52-9f69-1fcf99f697b6,126,ABCL,BBG00LLW2MF2,2021-09-22,no_hold,-0.419487862,Healthcare,0.3688261706221937,0.3765456534447336,0.05695889053987122,0.02937149027072707,-0.3278740157480315,-0.3857737022925131,-0.4458582186445079,-0.6365596851394604
af86618e-0af3-44f5-9087-c57dab032873,373,ANF,BBG000H9G7X2,2024-08-26,hold_rec,-0.58514207,Consumer Cyclical,-0.01332695870435666,-0.012009161368059023,-0.07491455146523225,-0.15143278805326846,0.4548819175185055,0.3309200117925272,1.1405419421755478,0.8945325858573859
9f56969d-fb24-4641-b330-391a1d1f0a8a,372,ANF,BBG000H9G7X2,2024-05-17,hold_rec,-0.566791246,Consumer Cyclical,0.15580759996688467,0.13455109487414338,0.15170763900346476,0.1052148552739098,0.48505478140623337,0.3643173027468167,1.6699177663033085,1.4834046206084142
22853750-5d7c-454e-b7ae-5fd80ef1ecb9,370,ANF,BBG000H9G7X2,2023-09-29,no_hold,0.996582061,Consumer Cyclical,0.3711992216005838,0.38793601044502807,0.5869932432432432,0.61126686064397,1.476713532513181,1.4485577664918357,1.0701432243848696,0.9773421074805128
91b0f0ed-1abf-4e86-a3e0-1fe8236f055a,371,ANF,BBG000H9G7X2,2024-03-01,no_hold,-0.500632048,Consumer Cyclical,0.3539111614964444,0.2776030886987885,0.7012432012432013,0.5737184240526129,1.1571428571428573,0.9345844755414069,2.7545012860817377,2.566700416715677
344f141f-e9b6-4809-ae46-e53e45efcd75,374,ANF,BBG000H9G7X2,2024-11-26,hold_rec,-0.488254936,Consumer Cyclical,-0.08499750374438342,-0.12099382955646405,0.02574506786064083,-0.06556832413323858,-0.0744855447544502,-0.1607424155846778,0.2161579296615793,0.04290420954107283
05710e57-6bf5-4fbc-9911-b2e0154826c8,128,ABM,BBG000B9YYH7,2019-08-21,no_hold,-0.201141711,Industrials,-0.04705753504672897,-0.026428522271521124,0.06249295510050723,0.01351095835830734,0.03835632366800896,0.025562156645238678,0.23937720509280563,0.16232157336930517
9c93a04a-b33a-45b4-a03c-31e9b14ac081,430,ASO,BBG00X7L1C14,2021-12-15,no_hold,0.394480471,Consumer Cyclical,-0.02984130418422637,-0.04867664413838634,-0.0025750014507050427,-0.0878321083503563,0.2541216099131445,0.18631878586468048,0.5779936884383666,0.3828982255972903
e9d608c3-a187-4b92-b748-88942a2c7822,429,ASO,BBG00X7L1C14,2021-07-19,hold_rec,0.246913901,Consumer Cyclical,-0.04875898360145073,-0.057657013532749726,0.15694631905472284,0.12276878880144822,0.4365344713166052,0.33853965200835406,1.4452904923283714,1.1302221345261363
0ab32114-6436-46d4-91c1-e22f7da4d07e,431,ASO,BBG00X7L1C14,2022-03-01,hold_rec,1.018025541,Consumer Cyclical,-0.20202989471533897,-0.12727503736033166,-0.2882019953054457,-0.23155686600816763,-0.26144553435712703,-0.21520557243999244,-0.26481083878764466,-0.28604272988704327
5e95ae0f-ebd7-4eab-808f-a7ee5788ea1f,155,ACAD,BBG000BHG9K0,2020-12-07,no_hold,-0.885505723,Healthcare,0.23650683344915452,0.16909414455821903,0.4576734025122884,0.3483891705161012,0.25629559896446225,0.11242761545818838,0.5251428571428571,-0.14428129276561064
1753ea98-6a54-4899-91da-905e0472f0a9,153,ACAD,BBG000BHG9K0,2018-11-28,no_hold,1.086219626,Healthcare,-0.10427574171029669,-0.08351988981731641,0.4417134831460674,0.48997613768123105,0.24650880388585306,0.262129656388726,-0.18043912175648702,-0.19086849587879798
c46db850-83cd-42a0-96dd-58d2d0e88561,154,ACAD,BBG000BHG9K0,2019-09-12,hold_rec,-0.181571478,Healthcare,0.5923515052888527,0.5793733725738609,0.5094485152333205,0.47403347188550127,0.46099290780141844,0.42706268432583994,1.7332402234636872,1.4356003089881986
d8a5f560-c433-45a8-a138-f9935f149221,178,ACN,BBG000D9D830,2020-12-17,no_hold,0.237157814,Technology,0.1603635013562344,0.07682167830270474,0.15111942418251642,-0.0026119967404903267,0.16159465949962906,0.03860765608097932,0.7129376740463861,0.22235042910710434
57778727-899a-44e0-98f6-40ddf59e71d8,175,ACN,BBG000D9D830,2019-12-11,no_hold,0.048044267,Technology,0.09469709654733599,0.057726086347576075,0.042160186505666046,-0.00752764448629294,0.09495639482719431,-0.017974435194687083,0.2305641488962655,0.09554410752692037
d6bb549d-8cfe-478a-bae5-c860eeef004c,180,ACN,BBG000D9D830,2022-05-04,no_hold,-0.122610117,Technology,-0.03564424539733557,0.010019698282597213,-0.08187707861142915,-0.044164933465041585,-0.2149553822359017,-0.12951738673468374,-0.03566254825420957,-0.011449940958740886
e3ac8acd-e6e8-4227-8d0d-ba708be8f328,171,ACN,BBG000D9D830,2018-06-13,no_hold,0.088390952,Technology,0.0730648322902969,0.02381618569748432,0.023898674273992834,-0.003976571993300117,0.04817396241841337,0.03476507718599872,,
e2cc17af-3439-4671-93f8-5ffbcf627763,183,ACN,BBG000D9D830,2023-02-27,portfolio,0.139290487,Technology,-0.0619716225121723,-0.06391146231945674,-0.07167472028861276,-0.08262114134280306,0.019522142637714433,-0.06972152271164614,-0.10955898005820108,-0.08940127469254346
b59b72ea-b64d-4b51-9370-6f4d12f0dfe0,181,ACN,BBG000D9D830,2022-10-12,no_hold,0.004675688,Technology,-0.1412580871179377,-0.04034312918966387,-0.10304939687627952,-0.015749013393204534,-0.17338748951550234,-0.04923686086069297,-0.2451825913916745,-0.07536246949386853
585d62ea-d32c-4277-accc-24b675df7955,174,ACN,BBG000D9D830,2019-09-20,no_hold,0.120558719,Technology,-0.005613356828536269,-0.026175711970700972,0.053352522376284864,0.02172258277026617,0.11220528819107042,0.049696547608437835,0.43375297092204895,0.19530561411180739
666c67bf-2b84-4ccd-b2fd-d3aade9755fe,185,ACN,BBG000D9D830,2024-10-09,no_hold,-0.478449916,Technology,0.07256581520038602,0.04166931850059636,0.12332321033782762,0.09844943599945775,0.2989516229320149,0.19767959410346805,-0.0047561844169612694,-0.2063036672212402
c5423834-d8ed-4486-a7e1-c3cde1ead233,176,ACN,BBG000D9D830,2020-03-13,no_hold,0.132568613,Technology,-0.20089233589657568,-0.02279154437376599,-0.18461597345986688,-0.03170242985067478,-0.11192352111923522,0.0040231128014106155,-0.08421826345619528,-0.02026656346973585
da81bfee-f946-4ef2-b73b-92a59f3e58d9,177,ACN,BBG000D9D830,2020-09-18,no_hold,0.091026983,Technology,0.022911431076539795,0.029959750316034678,0.1744219192600914,0.08272691285567772,0.27635854011152744,0.11322882010902967,0.1374514028427595,0.10505340261232177
593263fd-90bc-4b9b-bc94-a228d9026bb8,182,ACN,BBG000D9D830,2022-12-16,no_hold,0.070914543,Technology,0.02958599657778847,-0.00820266623182485,0.012717806024236722,-0.016168895860397436,-0.16059114593057344,-0.0811170487954548,-0.20708446087222893,-0.06679946698024097
387c6da4-6e75-4e8f-85de-0664cb6f6330,170,ACN,BBG000D9D830,2018-01-22,no_hold,-0.002103754,Technology,,,,,,,,
458fad5f-a109-443c-bbaa-2baf1f0f7a49,179,ACN,BBG000D9D830,2021-12-10,no_hold,-0.078843323,Technology,0.06488552150176782,0.03778656157221076,0.11201995753702129,0.0559382844905404,0.20139702708228233,0.12561211705142103,0.36347165411632537,0.16696413125218992
56506ee3-8a07-4e11-9964-2473e1a4c24f,184,ACN,BBG000D9D830,2024-05-16,no_hold,-0.072235663,Technology,-0.06438513749225773,-0.09482934137004448,-0.14329717820645724,-0.20991427156016398,-0.08822789183316683,-0.20565852667785417,-0.03660936247398638,-0.2262991394897944
4f9b5705-b321-4d63-b0d3-607c35655cf6,173,ACN,BBG000D9D830,2019-03-22,no_hold,0.076709318,Technology,0.06482810244191597,0.026551508256138452,0.23617916705386346,0.03928583639040318,0.004498694541837927,-0.0012693722347194628,0.020878085338949127,-0.02524587461788561
8efe3456-7b8b-4015-8f96-fd3e6ef69273,172,ACN,BBG000D9D830,2018-09-21,no_hold,0.080355394,Technology,0.08435009645072578,0.05543889443884001,0.12134656822404905,0.03238526761614098,0.13058982196128446,0.04379947098586244,0.12371890326171528,0.034624952629495644
1b9455be-8f54-4bf2-a806-18fde1e78341,2064,GOLF,BBG00D5L3SS4,2018-04-09,no_hold,-0.111744231,Consumer Cyclical,0.11601707857434772,0.162119132261155,0.1373869677207212,0.18143593802654176,,,,
be1ecdbf-f9be-4b2c-be4d-9c6a6c64d677,2065,GOLF,BBG00D5L3SS4,2019-10-11,no_hold,0.146564349,Consumer Cyclical,0.028110814136014593,0.010788274802293914,0.010916948593978784,0.014871744396814867,0.0791784677318798,0.0221532979693986,0.16723743467475857,0.03692932811349957
1ea5ea08-ff8f-4783-826d-36f026e44b5c,2069,GOLF,BBG00D5L3SS4,2024-04-10,no_hold,-0.05238571,Consumer Cyclical,-0.10021494420834842,-0.11754954405184721,-0.014942386280987962,-0.09683688185456932,0.09229734348130347,-0.04671927391084123,0.09769832962623752,-0.04636793541346181
ac833abc-acac-45d0-af8e-5839f2269d74,2067,GOLF,BBG00D5L3SS4,2022-04-07,no_hold,0.333535551,Consumer Cyclical,-0.05171386944665938,-0.10276255519242698,-0.19849108253491476,-0.15679676241379997,-0.25725933921893673,-0.22959182165272105,-0.17390633207199288,-0.21462848146043353
676fd51f-6793-436f-a9b5-83b608e68e5b,225,ADUS,BBG000NJGX84,2024-04-05,no_hold,-0.091533591,Healthcare,0.13455555555555557,0.10984454660631811,0.14421783953384132,0.046807469983596486,0.14794828555368184,0.0011236249603323316,0.10880660223694212,-0.04231621924984311
bf135002-2f6f-4092-aa44-c501cea49657,212,ADNT,BBG009PN0C87,2020-10-22,no_hold,0.474426809,Consumer Cyclical,0.3151143335192415,0.2788764880431652,0.2822185970636215,0.21802828097758659,0.30564784053156147,0.19524387751326128,-0.15574650912996776,-0.20238254604381922
6cc4b50d-c31c-4ec7-a8f4-b838d1002c29,210,ADMA,BBG002NCK5M5,2023-02-28,no_hold,0.229497406,Healthcare,0.04411764705882353,0.049738725004681364,0.06287425149700598,0.08642310366285849,0.2956204379562044,0.22300544029767894,0.7067307692307693,0.7067270937601252
63a6564a-9ee2-4363-9678-9fac162e35ea,211,ADMA,BBG002NCK5M5,2024-07-22,hold_rec,0.143758697,Healthcare,0.2996219281663516,0.25888703551588954,1.1284829721362228,1.027516771180492,1.2106109324758842,1.1305222797580543,3.0680473372781063,2.727943951111757
584afdfa-dce8-4fd1-82a2-3cccb53a3195,187,ADB,BBG000BB5006,2018-05-30,hold_rec,0.019772594,Technology,0.07025436926803945,0.061297872372301214,0.17162341352528887,0.16606940514390642,0.263986103305574,0.28790908620300915,,
5e7ce1ab-544c-437a-89c5-98ca669b4d26,189,ADB,BBG000BB5006,2019-08-22,hold_rec,0.444512191,Technology,-0.06472691807542262,-0.04150661153380688,0.052344721632891944,-0.0033993226708048034,0.05682903533906399,0.04368325739703186,0.12704693253937163,0.06439358683493344
d20ae182-fc50-4832-9614-0b298cb638a3,186,ADB,BBG000BB5006,2018-01-02,no_hold,0.314513639,Technology,,,,,,,,
eddeb0d1-5308-4938-8b1e-8d0d6b477edc,192,ADB,BBG000BB5006,2021-09-21,hold_rec,-0.411740317,Technology,0.026493118464130192,0.04257620397466922,0.11425663319877169,0.09454505575615496,0.3621773241100051,0.2984100983237024,0.3307990274858862,0.1434789468703825
1e6e420d-e3b4-447e-b5e6-98f01a0324e5,188,ADB,BBG000BB5006,2018-09-04,hold_rec,0.022552161,Technology,0.027787412803021543,-0.006509656853678967,0.06158194339397317,0.015133950176893354,0.201748456581497,0.10861902072648198,,
dd6f914c-3f20-429e-9172-73e9af0e7b41,194,ADB,BBG000BB5006,2023-03-15,portfolio,0.141138471,Technology,-0.09917913268888048,-0.05686463849981339,0.01490675671564601,0.011217308724658401,0.10752938051922183,0.06432102181627271,-0.12454404702548089,-0.1350537988859133
69f49e76-7626-49ab-911e-ab998820466a,191,ADB,BBG000BB5006,2021-06-11,no_hold,-0.213288285,Technology,0.048770563273847586,0.03865297638517459,0.20010642779539256,0.12851671075752855,0.11616109541583321,0.0004495223492846199,0.15066221645868322,-0.1743881847166662
6159c114-bd8c-4480-9a48-011d9043f358,190,ADB,BBG000BB5006,2020-06-11,portfolio,-0.041025997,Technology,0.11026147721740126,0.0850238103103512,0.2432891825149931,0.047175251814303154,0.08287709497206704,0.1499583196296594,0.4227988402392924,0.3957793164400057
f9f1846c-f1cf-4620-86d1-ff8a6702e9bd,193,ADB,BBG000BB5006,2022-09-19,no_hold,0.616979711,Technology,-0.31693699097893546,-0.2605269089740062,-0.21394435004248089,-0.2459132222080726,-0.2467241686385263,-0.22853648308964494,-0.4810789967223459,-0.30653421793699887
bd37d9e3-23f5-4272-afc0-5dabf71e31ad,111,AAP,BBG000F7RCJ1,2018-01-05,no_hold,0.508151633,Consumer Cyclical,,,,,,,,
b8628331-1a67-495d-80a3-9cdb3d8a79c5,112,AAP,BBG000F7RCJ1,2021-04-27,hold_rec,0.154539734,Consumer Cyclical,0.08729941439471556,0.03059699601973555,0.32460343033421196,0.19268940146372504,0.23785056944395472,0.09963534870002792,0.3040629991456484,0.04167562484671391
1cb01d12-403f-4d78-99ae-e66ba0220096,113,AAP,BBG000F7RCJ1,2022-06-14,no_hold,-0.769888145,Consumer Cyclical,-0.14469584818033468,-0.046717708118571524,-0.16894471531278407,-0.010009175962630268,-0.25704964288863413,-0.09679767870902091,-0.20601570168329827,-0.05625300519067336
bb1c02de-385b-4686-b71d-b8bc1af27dde,5248,WMS,BBG000G7CDN9,2021-06-21,hold_rec,-0.127139389,Industrials,-0.07267013354956402,-0.07294712195955948,0.0936378293034441,0.01014573493184599,0.1050360000295039,0.019054215762131836,0.6641287875782508,0.40188800182372253
6f2cd645-da25-45da-aa97-bd51d327fd51,5249,WMS,BBG000G7CDN9,2024-05-21,no_hold,-0.500259179,Industrials,0.05715121961666386,0.03396697669503891,0.0945156239798866,0.041113409126736764,0.39408756856493743,0.27513932085798454,0.37886247370573234,0.18854390225983414
a10b7866-b0a7-4ee2-a137-741d3aca8556,316,AMD,BBG000BBQCY0,2018-01-30,portfolio,0.877878015,Technology,,,,,,,,
3fc7c11a-686d-4481-9820-e4dda8adac5f,168,ACM,BBG000F61RJ8,2023-07-10,no_hold,-0.278541578,Industrials,0.13148945239872975,0.05801853146601138,0.054275668687978916,-0.027192811008141648,0.005756268327179095,-0.11213953246304419,0.20589626112013532,0.00682445937305456
